MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10001583637,000000000024709845,0.0290,Active Import Interval (kWh),16-07-2025 23:00
10001583637,000000000024709845,0.0370,Active Import Interval (kWh),16-07-2025 22:30
10001583637,000000000024709845,0.0480,Active Import Interval (kWh),16-07-2025 22:00
10001583637,000000000024709845,0.0280,Active Import Interval (kWh),16-07-2025 21:30
10001583637,000000000024709845,0.3470,Active Import Interval (kWh),16-07-2025 21:00
10001583637,000000000024709845,0.5090,Active Import Interval (kWh),16-07-2025 20:30
10001583637,000000000024709845,2.5720,Active Import Interval (kWh),16-07-2025 20:00
10001583637,000000000024709845,0.2510,Active Import Interval (kWh),16-07-2025 19:30
10001583637,000000000024709845,0.0460,Active Import Interval (kWh),16-07-2025 19:00
10001583637,000000000024709845,0.0480,Active Import Interval (kWh),16-07-2025 18:30
10001583637,000000000024709845,0.0380,Active Import Interval (kWh),16-07-2025 18:00
10001583637,000000000024709845,0.0860,Active Import Interval (kWh),16-07-2025 17:30
10001583637,000000000024709845,0.0710,Active Import Interval (kWh),16-07-2025 17:00
10001583637,000000000024709845,0.0660,Active Import Interval (kWh),16-07-2025 16:30
10001583637,000000000024709845,0.1230,Active Import Interval (kWh),16-07-2025 16:00
10001583637,000000000024709845,0.0730,Active Import Interval (kWh),16-07-2025 15:30
10001583637,000000000024709845,0.0500,Active Import Interval (kWh),16-07-2025 15:00
10001583637,000000000024709845,0.1020,Active Import Interval (kWh),16-07-2025 14:30
10001583637,000000000024709845,0.0910,Active Import Interval (kWh),16-07-2025 14:00
10001583637,000000000024709845,0.1610,Active Import Interval (kWh),16-07-2025 13:30
10001583637,000000000024709845,0.1250,Active Import Interval (kWh),16-07-2025 13:00
10001583637,000000000024709845,0.1420,Active Import Interval (kWh),16-07-2025 12:30
10001583637,000000000024709845,0.4100,Active Import Interval (kWh),16-07-2025 12:00
10001583637,000000000024709845,0.0660,Active Import Interval (kWh),16-07-2025 11:30
10001583637,000000000024709845,0.1080,Active Import Interval (kWh),16-07-2025 11:00
10001583637,000000000024709845,0.0580,Active Import Interval (kWh),16-07-2025 10:30
10001583637,000000000024709845,0.0820,Active Import Interval (kWh),16-07-2025 10:00
10001583637,000000000024709845,0.1540,Active Import Interval (kWh),16-07-2025 09:30
10001583637,000000000024709845,0.0440,Active Import Interval (kWh),16-07-2025 09:00
10001583637,000000000024709845,0.0210,Active Import Interval (kWh),16-07-2025 08:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),16-07-2025 08:00
10001583637,000000000024709845,0.0160,Active Import Interval (kWh),16-07-2025 07:30
10001583637,000000000024709845,0.0220,Active Import Interval (kWh),16-07-2025 07:00
10001583637,000000000024709845,0.0260,Active Import Interval (kWh),16-07-2025 06:30
10001583637,000000000024709845,0.2000,Active Import Interval (kWh),16-07-2025 06:00
10001583637,000000000024709845,0.1420,Active Import Interval (kWh),16-07-2025 05:30
10001583637,000000000024709845,0.0270,Active Import Interval (kWh),16-07-2025 05:00
10001583637,000000000024709845,0.4210,Active Import Interval (kWh),16-07-2025 04:30
10001583637,000000000024709845,0.0670,Active Import Interval (kWh),16-07-2025 04:00
10001583637,000000000024709845,1.6070,Active Import Interval (kWh),16-07-2025 03:30
10001583637,000000000024709845,1.1560,Active Import Interval (kWh),16-07-2025 03:00
10001583637,000000000024709845,0.0130,Active Import Interval (kWh),16-07-2025 02:30
10001583637,000000000024709845,0.0340,Active Import Interval (kWh),16-07-2025 02:00
10001583637,000000000024709845,0.0330,Active Import Interval (kWh),16-07-2025 01:30
10001583637,000000000024709845,0.0360,Active Import Interval (kWh),16-07-2025 01:00
10001583637,000000000024709845,0.0320,Active Import Interval (kWh),16-07-2025 00:30
10001583637,000000000024709845,0.1750,Active Import Interval (kWh),16-07-2025 00:00
10001583637,000000000024709845,0.1290,Active Import Interval (kWh),15-07-2025 23:30
10001583637,000000000024709845,1.6280,Active Import Interval (kWh),15-07-2025 23:00
10001583637,000000000024709845,1.2010,Active Import Interval (kWh),15-07-2025 22:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),15-07-2025 22:00
10001583637,000000000024709845,0.0260,Active Import Interval (kWh),15-07-2025 21:30
10001583637,000000000024709845,0.7730,Active Import Interval (kWh),15-07-2025 21:00
10001583637,000000000024709845,0.0320,Active Import Interval (kWh),15-07-2025 20:30
10001583637,000000000024709845,0.0370,Active Import Interval (kWh),15-07-2025 20:00
10001583637,000000000024709845,0.1290,Active Import Interval (kWh),15-07-2025 19:30
10001583637,000000000024709845,0.0720,Active Import Interval (kWh),15-07-2025 19:00
10001583637,000000000024709845,0.1180,Active Import Interval (kWh),15-07-2025 18:30
10001583637,000000000024709845,0.0640,Active Import Interval (kWh),15-07-2025 18:00
10001583637,000000000024709845,0.0150,Active Import Interval (kWh),15-07-2025 17:30
10001583637,000000000024709845,0.0430,Active Import Interval (kWh),15-07-2025 17:00
10001583637,000000000024709845,0.0950,Active Import Interval (kWh),15-07-2025 16:30
10001583637,000000000024709845,0.0630,Active Import Interval (kWh),15-07-2025 16:00
10001583637,000000000024709845,0.0610,Active Import Interval (kWh),15-07-2025 15:30
10001583637,000000000024709845,0.0540,Active Import Interval (kWh),15-07-2025 15:00
10001583637,000000000024709845,0.0690,Active Import Interval (kWh),15-07-2025 14:30
10001583637,000000000024709845,0.0690,Active Import Interval (kWh),15-07-2025 14:00
10001583637,000000000024709845,0.1840,Active Import Interval (kWh),15-07-2025 13:30
10001583637,000000000024709845,0.2420,Active Import Interval (kWh),15-07-2025 13:00
10001583637,000000000024709845,0.0230,Active Import Interval (kWh),15-07-2025 12:30
10001583637,000000000024709845,0.0200,Active Import Interval (kWh),15-07-2025 12:00
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),15-07-2025 11:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),15-07-2025 11:00
10001583637,000000000024709845,0.0150,Active Import Interval (kWh),15-07-2025 10:30
10001583637,000000000024709845,0.0230,Active Import Interval (kWh),15-07-2025 10:00
10001583637,000000000024709845,0.0330,Active Import Interval (kWh),15-07-2025 09:30
10001583637,000000000024709845,0.0290,Active Import Interval (kWh),15-07-2025 09:00
10001583637,000000000024709845,0.0220,Active Import Interval (kWh),15-07-2025 08:30
10001583637,000000000024709845,0.0600,Active Import Interval (kWh),15-07-2025 08:00
10001583637,000000000024709845,0.0350,Active Import Interval (kWh),15-07-2025 07:30
10001583637,000000000024709845,0.0770,Active Import Interval (kWh),15-07-2025 07:00
10001583637,000000000024709845,0.0200,Active Import Interval (kWh),15-07-2025 06:30
10001583637,000000000024709845,0.0170,Active Import Interval (kWh),15-07-2025 06:00
10001583637,000000000024709845,0.3310,Active Import Interval (kWh),15-07-2025 05:30
10001583637,000000000024709845,0.0290,Active Import Interval (kWh),15-07-2025 05:00
10001583637,000000000024709845,1.0920,Active Import Interval (kWh),15-07-2025 04:30
10001583637,000000000024709845,1.6340,Active Import Interval (kWh),15-07-2025 04:00
10001583637,000000000024709845,1.6400,Active Import Interval (kWh),15-07-2025 03:30
10001583637,000000000024709845,1.1810,Active Import Interval (kWh),15-07-2025 03:00
10001583637,000000000024709845,0.0150,Active Import Interval (kWh),15-07-2025 02:30
10001583637,000000000024709845,0.0290,Active Import Interval (kWh),15-07-2025 02:00
10001583637,000000000024709845,0.0310,Active Import Interval (kWh),15-07-2025 01:30
10001583637,000000000024709845,0.0360,Active Import Interval (kWh),15-07-2025 01:00
10001583637,000000000024709845,0.0430,Active Import Interval (kWh),15-07-2025 00:30
10001583637,000000000024709845,0.0670,Active Import Interval (kWh),15-07-2025 00:00
10001583637,000000000024709845,0.0660,Active Import Interval (kWh),14-07-2025 23:30
10001583637,000000000024709845,0.0570,Active Import Interval (kWh),14-07-2025 23:00
10001583637,000000000024709845,0.0330,Active Import Interval (kWh),14-07-2025 22:30
10001583637,000000000024709845,0.0480,Active Import Interval (kWh),14-07-2025 22:00
10001583637,000000000024709845,0.6200,Active Import Interval (kWh),14-07-2025 21:30
10001583637,000000000024709845,0.3380,Active Import Interval (kWh),14-07-2025 21:00
10001583637,000000000024709845,0.0380,Active Import Interval (kWh),14-07-2025 20:30
10001583637,000000000024709845,0.1050,Active Import Interval (kWh),14-07-2025 20:00
10001583637,000000000024709845,0.1400,Active Import Interval (kWh),14-07-2025 19:30
10001583637,000000000024709845,0.0160,Active Import Interval (kWh),14-07-2025 19:00
10001583637,000000000024709845,0.0200,Active Import Interval (kWh),14-07-2025 18:30
10001583637,000000000024709845,0.0360,Active Import Interval (kWh),14-07-2025 18:00
10001583637,000000000024709845,0.0640,Active Import Interval (kWh),14-07-2025 17:30
10001583637,000000000024709845,0.0720,Active Import Interval (kWh),14-07-2025 17:00
10001583637,000000000024709845,0.0850,Active Import Interval (kWh),14-07-2025 16:30
10001583637,000000000024709845,0.0860,Active Import Interval (kWh),14-07-2025 16:00
10001583637,000000000024709845,0.0690,Active Import Interval (kWh),14-07-2025 15:30
10001583637,000000000024709845,0.1070,Active Import Interval (kWh),14-07-2025 15:00
10001583637,000000000024709845,0.0540,Active Import Interval (kWh),14-07-2025 14:30
10001583637,000000000024709845,0.0560,Active Import Interval (kWh),14-07-2025 14:00
10001583637,000000000024709845,0.2830,Active Import Interval (kWh),14-07-2025 13:30
10001583637,000000000024709845,0.3410,Active Import Interval (kWh),14-07-2025 13:00
10001583637,000000000024709845,0.4010,Active Import Interval (kWh),14-07-2025 12:30
10001583637,000000000024709845,0.7380,Active Import Interval (kWh),14-07-2025 12:00
10001583637,000000000024709845,0.0630,Active Import Interval (kWh),14-07-2025 11:30
10001583637,000000000024709845,0.1160,Active Import Interval (kWh),14-07-2025 11:00
10001583637,000000000024709845,0.1540,Active Import Interval (kWh),14-07-2025 10:30
10001583637,000000000024709845,0.0920,Active Import Interval (kWh),14-07-2025 10:00
10001583637,000000000024709845,0.1720,Active Import Interval (kWh),14-07-2025 09:30
10001583637,000000000024709845,0.0260,Active Import Interval (kWh),14-07-2025 09:00
10001583637,000000000024709845,0.0240,Active Import Interval (kWh),14-07-2025 08:30
10001583637,000000000024709845,0.0240,Active Import Interval (kWh),14-07-2025 08:00
10001583637,000000000024709845,0.0240,Active Import Interval (kWh),14-07-2025 07:30
10001583637,000000000024709845,0.0160,Active Import Interval (kWh),14-07-2025 07:00
10001583637,000000000024709845,0.0180,Active Import Interval (kWh),14-07-2025 06:30
10001583637,000000000024709845,0.0240,Active Import Interval (kWh),14-07-2025 06:00
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),14-07-2025 05:30
10001583637,000000000024709845,0.2450,Active Import Interval (kWh),14-07-2025 05:00
10001583637,000000000024709845,0.2040,Active Import Interval (kWh),14-07-2025 04:30
10001583637,000000000024709845,0.2530,Active Import Interval (kWh),14-07-2025 04:00
10001583637,000000000024709845,1.6090,Active Import Interval (kWh),14-07-2025 03:30
10001583637,000000000024709845,1.1760,Active Import Interval (kWh),14-07-2025 03:00
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),14-07-2025 02:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),14-07-2025 02:00
10001583637,000000000024709845,0.0220,Active Import Interval (kWh),14-07-2025 01:30
10001583637,000000000024709845,0.0310,Active Import Interval (kWh),14-07-2025 01:00
10001583637,000000000024709845,0.0380,Active Import Interval (kWh),14-07-2025 00:30
10001583637,000000000024709845,0.0410,Active Import Interval (kWh),14-07-2025 00:00
10001583637,000000000024709845,0.0450,Active Import Interval (kWh),13-07-2025 23:30
10001583637,000000000024709845,0.1020,Active Import Interval (kWh),13-07-2025 23:00
10001583637,000000000024709845,0.0760,Active Import Interval (kWh),13-07-2025 22:30
10001583637,000000000024709845,0.2050,Active Import Interval (kWh),13-07-2025 22:00
10001583637,000000000024709845,0.5300,Active Import Interval (kWh),13-07-2025 21:30
10001583637,000000000024709845,0.0690,Active Import Interval (kWh),13-07-2025 21:00
10001583637,000000000024709845,0.0290,Active Import Interval (kWh),13-07-2025 20:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),13-07-2025 20:00
10001583637,000000000024709845,0.0220,Active Import Interval (kWh),13-07-2025 19:30
10001583637,000000000024709845,0.0150,Active Import Interval (kWh),13-07-2025 19:00
10001583637,000000000024709845,0.0220,Active Import Interval (kWh),13-07-2025 18:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),13-07-2025 18:00
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),13-07-2025 17:30
10001583637,000000000024709845,0.0240,Active Import Interval (kWh),13-07-2025 17:00
10001583637,000000000024709845,0.0170,Active Import Interval (kWh),13-07-2025 16:30
10001583637,000000000024709845,0.0180,Active Import Interval (kWh),13-07-2025 16:00
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),13-07-2025 15:30
10001583637,000000000024709845,0.0290,Active Import Interval (kWh),13-07-2025 15:00
10001583637,000000000024709845,0.0270,Active Import Interval (kWh),13-07-2025 14:30
10001583637,000000000024709845,0.0340,Active Import Interval (kWh),13-07-2025 14:00
10001583637,000000000024709845,0.0560,Active Import Interval (kWh),13-07-2025 13:30
10001583637,000000000024709845,0.0860,Active Import Interval (kWh),13-07-2025 13:00
10001583637,000000000024709845,0.7630,Active Import Interval (kWh),13-07-2025 12:30
10001583637,000000000024709845,0.0760,Active Import Interval (kWh),13-07-2025 12:00
10001583637,000000000024709845,0.0470,Active Import Interval (kWh),13-07-2025 11:30
10001583637,000000000024709845,0.1030,Active Import Interval (kWh),13-07-2025 11:00
10001583637,000000000024709845,0.2010,Active Import Interval (kWh),13-07-2025 10:30
10001583637,000000000024709845,0.0900,Active Import Interval (kWh),13-07-2025 10:00
10001583637,000000000024709845,0.0370,Active Import Interval (kWh),13-07-2025 09:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),13-07-2025 09:00
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),13-07-2025 08:30
10001583637,000000000024709845,0.0220,Active Import Interval (kWh),13-07-2025 08:00
10001583637,000000000024709845,0.0170,Active Import Interval (kWh),13-07-2025 07:30
10001583637,000000000024709845,0.0210,Active Import Interval (kWh),13-07-2025 07:00
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),13-07-2025 06:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),13-07-2025 06:00
10001583637,000000000024709845,0.4160,Active Import Interval (kWh),13-07-2025 05:30
10001583637,000000000024709845,0.0240,Active Import Interval (kWh),13-07-2025 05:00
10001583637,000000000024709845,0.0180,Active Import Interval (kWh),13-07-2025 04:30
10001583637,000000000024709845,0.6360,Active Import Interval (kWh),13-07-2025 04:00
10001583637,000000000024709845,1.6240,Active Import Interval (kWh),13-07-2025 03:30
10001583637,000000000024709845,1.1870,Active Import Interval (kWh),13-07-2025 03:00
10001583637,000000000024709845,0.0350,Active Import Interval (kWh),13-07-2025 02:30
10001583637,000000000024709845,0.0370,Active Import Interval (kWh),13-07-2025 02:00
10001583637,000000000024709845,0.0360,Active Import Interval (kWh),13-07-2025 01:30
10001583637,000000000024709845,0.0410,Active Import Interval (kWh),13-07-2025 01:00
10001583637,000000000024709845,0.0570,Active Import Interval (kWh),13-07-2025 00:30
10001583637,000000000024709845,0.0640,Active Import Interval (kWh),13-07-2025 00:00
10001583637,000000000024709845,0.0630,Active Import Interval (kWh),12-07-2025 23:30
10001583637,000000000024709845,0.0750,Active Import Interval (kWh),12-07-2025 23:00
10001583637,000000000024709845,0.2930,Active Import Interval (kWh),12-07-2025 22:30
10001583637,000000000024709845,1.3230,Active Import Interval (kWh),12-07-2025 22:00
10001583637,000000000024709845,1.1810,Active Import Interval (kWh),12-07-2025 21:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),12-07-2025 21:00
10001583637,000000000024709845,0.0180,Active Import Interval (kWh),12-07-2025 20:30
10001583637,000000000024709845,0.0170,Active Import Interval (kWh),12-07-2025 20:00
10001583637,000000000024709845,0.0260,Active Import Interval (kWh),12-07-2025 19:30
10001583637,000000000024709845,0.0240,Active Import Interval (kWh),12-07-2025 19:00
10001583637,000000000024709845,0.0240,Active Import Interval (kWh),12-07-2025 18:30
10001583637,000000000024709845,0.0240,Active Import Interval (kWh),12-07-2025 18:00
10001583637,000000000024709845,0.0170,Active Import Interval (kWh),12-07-2025 17:30
10001583637,000000000024709845,0.0220,Active Import Interval (kWh),12-07-2025 17:00
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),12-07-2025 16:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),12-07-2025 16:00
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),12-07-2025 15:30
10001583637,000000000024709845,0.0240,Active Import Interval (kWh),12-07-2025 15:00
10001583637,000000000024709845,0.0190,Active Import Interval (kWh),12-07-2025 14:30
10001583637,000000000024709845,0.0210,Active Import Interval (kWh),12-07-2025 14:00
10001583637,000000000024709845,0.0300,Active Import Interval (kWh),12-07-2025 13:30
10001583637,000000000024709845,0.1310,Active Import Interval (kWh),12-07-2025 13:00
10001583637,000000000024709845,0.5120,Active Import Interval (kWh),12-07-2025 12:30
10001583637,000000000024709845,0.0560,Active Import Interval (kWh),12-07-2025 12:00
10001583637,000000000024709845,0.0370,Active Import Interval (kWh),12-07-2025 11:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),12-07-2025 11:00
10001583637,000000000024709845,0.0230,Active Import Interval (kWh),12-07-2025 10:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),12-07-2025 10:00
10001583637,000000000024709845,0.0280,Active Import Interval (kWh),12-07-2025 09:30
10001583637,000000000024709845,0.0750,Active Import Interval (kWh),12-07-2025 09:00
10001583637,000000000024709845,0.0220,Active Import Interval (kWh),12-07-2025 08:30
10001583637,000000000024709845,0.0260,Active Import Interval (kWh),12-07-2025 08:00
10001583637,000000000024709845,0.0260,Active Import Interval (kWh),12-07-2025 07:30
10001583637,000000000024709845,0.0220,Active Import Interval (kWh),12-07-2025 07:00
10001583637,000000000024709845,0.3220,Active Import Interval (kWh),12-07-2025 06:30
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),12-07-2025 06:00
10001583637,000000000024709845,0.0250,Active Import Interval (kWh),12-07-2025 05:30
10001583637,000000000024709845,0.0260,Active Import Interval (kWh),12-07-2025 05:00
10001583637,000000000024709845,0.0280,Active Import Interval (kWh),12-07-2025 04:30
10001583637,000000000024709845,1.6190,Active Import Interval (kWh),12-07-2025 04:00
10001583637,000000000024709845,1.6240,Active Import Interval (kWh),12-07-2025 03:30
10001583637,000000000024709845,1.1850,Active Import Interval (kWh),12-07-2025 03:00
10001583637,000000000024709845,0.0310,Active Import Interval (kWh),12-07-2025 02:30
10001583637,000000000024709845,0.0300,Active Import Interval (kWh),12-07-2025 02:00
10001583637,000000000024709845,0.0380,Active Import Interval (kWh),12-07-2025 01:30
10001583637,000000000024709845,0.0400,Active Import Interval (kWh),12-07-2025 01:00
10001583637,000000000024709845,0.0350,Active Import Interval (kWh),12-07-2025 00:30
10001583637,000000000024709845,0.0360,Active Import Interval (kWh),12-07-2025 00:00
10001583637,000000000024709845,0.0320,Active Import Interval (kWh),11-07-2025 23:30
10001583637,000000000024709845,0.0310,Active Import Interval (kWh),11-07-2025 23:00
10001583637,000000000024709845,0.0290,Active Import Interval (kWh),11-07-2025 22:30
10001583637,000000000024709845,0.0170,Active Import Interval (kWh),11-07-2025 22:00
